url,RMD,GTG,GTS,IJM,MTD,GT2
https://github.com/iNPUTmice/Conversations/commit/e6cb12dfe414497b4317820497985c110cb81864,36.25,442.50,9.50,19.25,126.25,33.25
https://github.com/infinispan/infinispan/commit/03573a655bcbb77f7a76d8e22d851cc22796b4f8,167.50,1395.25,26.00,39.25,650.00,138.50
https://github.com/jOOQ/jOOQ/commit/227254cf769f3e821ed1b2ef2d88c4ec6b20adea,504.75,107.00,84.75,106.75,4286.00,212.25
https://github.com/jOOQ/jOOQ/commit/58a4e74d28073e7c6f15d1f225ac1c2fd9aa4357,220.25,6392.50,102.75,139.00,3570.25,171.50
https://github.com/jayway/rest-assured/commit/7cac88b9a28efc05bdc60e585e3291862ffc9da1,23.50,8.00,8.75,21.50,88.50,29.00
https://github.com/jboss-developer/jboss-eap-quickstarts/commit/983e0e0e22ab5bd2c6ea44235518057ea45dcca9,1.25,31.50,1.25,1.25,1.75,1.50
https://github.com/jline/jline2/commit/80d3ffb5aafa90992385c17e8338c2cc5def3cec,338.75,41.25,41.50,73.75,1768.25,88.75
https://github.com/junit-team/junit5/commit/6b575f2ee5f02288a774ff0a85ce3a3e3cb6946f,81.00,1542.00,4.50,22.75,40.00,55.75
https://github.com/k9mail/k-9/commit/9d44f0e06232661259681d64002dd53c7c43099d,959.75,2159.75,87.25,206.25,7773.00,325.50
https://github.com/kiegroup/drools/commit/7ffc62aa554f5884064b81ee80078e35e3833006,43.50,95.00,14.50,211.00,143.25,83.50
https://github.com/kiegroup/jbpm/commit/83cfa21578e63956bca0715eefee2860c3b6d39a,106.50,58.50,14.25,24.75,307.75,42.00
https://github.com/koush/AndroidAsync/commit/1bc7905b07821f840068089343e6b77a8686d1ab,42.50,974.25,13.50,24.50,157.00,49.50
https://github.com/kuujo/copycat/commit/19a49f8f36b2f6d82534dc13504d672e41a3a8d1,1398.00,1415.25,12.50,19.25,69.75,39.50
https://github.com/languagetool-org/languagetool/commit/01cddc5afb590b4d36cb784637a8ea8aa31d3561,555.25,12.00,20.50,32.75,116.75,22.75
https://github.com/lealone/Lealone/commit/7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd,38.50,345.50,4.00,8.50,13.50,10.50
https://github.com/libgdx/libgdx/commit/2bd1557bc293cb8c2348374771aad832befbe26f,13.00,704.50,6.00,10.50,24.25,20.00
https://github.com/liferay/liferay-plugins/commit/720b0d2064ecc4403809e794075e9fe8cfa857f1,90.75,729.00,28.75,1337.00,546.25,319.50
